,dG,avg H
0,-2.9997886142258494,1.041587117165139
1,-2.9997886142258494,1.041587117165139
2,-2.9997886142258494,1.041587117165139
3,-2.9997886142258494,1.041587117165139
4,-2.9997886142258494,1.041587117165139
5,-2.9997886142258494,1.041587117165139
6,-2.9997886142258494,1.041587117165139
7,-2.9997886142258494,1.041587117165139
8,-3.478096768495845,1.3436493976016308
9,-3.722976933785077,1.4924921504523272
10,-3.722976933785049,1.4924921504523272
11,-3.6258629943910985,1.431820401521595
12,-3.625862994391042,1.431820401521595
13,-3.625862994391042,1.431820401521595
14,-3.954802774005401,1.6226359029576902
15,-3.8158815618841686,1.5503270768483322
16,-3.815881561884197,1.5503270768483322
17,-3.815881561884197,1.5503270768483322
18,-3.993030652793294,1.6524016435421724
19,-2.8899979806170113,1.0126301031942377
20,-2.8899979806170113,1.0126301031942377
21,-2.8899979806170113,1.0126301031942377
22,-3.155518751966895,1.1664484537118633
23,-3.155518751966895,1.1664484537118633
24,-3.155518751966895,1.1664484537118633
25,-4.1247098263470425,1.7300329804819898
26,-4.124709826347015,1.7300329804819898
27,-4.124709826347015,1.7300329804819898
28,-4.124709826347015,1.7300329804819898
29,-4.124709826347015,1.7300329804819898
30,-3.546738035713446,1.4103536931985898
31,-3.210197594942116,1.2236338687778687
32,-3.2101975949421444,1.2236338687778687
33,-3.2101975949421444,1.2236338687778687
34,-3.022718917256213,1.1115959650764209
35,-3.135085308440779,1.1737054545147134
36,-4.312904977862331,1.81169752117573
37,-3.4007179255208086,1.340391287715686
38,-2.815347402104777,1.0169633155939957
39,-2.7694752808927205,0.9937767069304692
40,-3.5000694406723194,1.3972321130913272
41,-3.8891843718017194,1.6051262669812432
42,-3.8891843718017194,1.6051262669812432
43,-4.357161066016602,1.8314881257946936
44,-4.688376768495941,1.9823003823806247
45,-4.412257319460167,1.866746786020854
46,-4.688376768495941,1.9823003823806247
47,-4.636855170699847,1.9649876096341836
48,-4.1523191927384175,1.7682975675498187
49,-3.642327622490484,1.5005652004890913
50,-3.2063752808925865,1.2474264965192192
51,-4.666206796044179,1.994541365410134
52,-4.666206796044065,1.994541365410134
53,-3.897667842876018,1.6401022152130718
54,-3.8209878979724863,1.6006234645070323
55,-3.820987897972543,1.6006234645070323
56,-4.544829826347211,1.9496270835674374
57,-4.418997980617148,1.8968837873308744
58,-4.418997980617178,1.8968837873308744
59,-3.1905072368155345,1.251136826789673
60,-3.1905072368155345,1.251136826789673
61,-3.1905072368155345,1.251136826789673
62,-3.1905072368155345,1.251136826789673
63,-2.9206945095427836,1.0826094205844086
64,-5.266748944804476,2.203910318590409
65,-5.093416823592406,2.1443377747458117
66,-3.97911450954274,1.671027292073874
67,-4.129778311195764,1.7417840591379756
68,-5.379366410369187,2.2331666575814055
69,-4.183222884198416,1.7603034651159706
70,-3.4095837657410466,1.3647026155841473
71,-3.4095837657411034,1.3647026155841473
72,-3.5276391927383197,1.4289490468795836
73,-4.540655115603329,1.92877422486202
74,-4.731219853895311,2.0063381574515815
75,-4.970335005410419,2.100672629360948
76,-3.0773563828208808,1.1408207122456395
77,-3.0773563828208808,1.1408207122456395
78,-3.0773563828208808,1.1408207122456395
79,-3.3066579255206534,1.2776158330944614
80,-3.2699636555481386,1.2546174886732526
81,-3.26996365554811,1.2546174886732526
82,-3.26996365554811,1.2546174886732526
83,-3.9024518649145534,1.6169403120856942
84,-3.902451864914525,1.6169403120856942
85,-4.0234189172560955,1.6834587297806636
86,-4.477391534336078,1.906839797442652
87,-4.477391534336078,1.906839797442652
88,-3.0454276224903656,1.1336137319492805
89,-3.0454276224903656,1.1336137319492805
90,-3.0454276224903656,1.1336137319492805
91,-3.0454276224903656,1.1336137319492805
92,-4.423930046732863,1.885113519764621
93,-3.1407882285509463,1.1831977978480857
94,-2.764609661057989,0.9476866163793684
95,-3.5735300467329414,1.4350488133839738
96,-3.573530046732884,1.4350488133839738
97,-3.573530046732884,1.4350488133839738
98,-3.573530046732884,1.4350488133839738
99,-3.573530046732884,1.4350488133839738
100,-3.3408851982479746,1.2900961523358228
101,-3.3408851982480314,1.2900961523358228
102,-3.3684561073388863,1.3012531708475
103,-3.3684561073389148,1.3012531708475
104,-3.3684561073389148,1.3012531708475
105,-3.1152548952176744,1.1513491909521956
106,-3.1152548952177312,1.1513491909521956
107,-3.2587270715262378,1.2407222603638577
108,-3.563784867669426,1.4097812304564106
109,-3.613436162435221,1.4335901876567698
110,-3.613436162435249,1.4335901876567698
111,-2.9446306527933643,1.051540854893681
112,-3.1354592478346888,1.1660354669356239
113,-3.0172967684958394,1.089909257812992
114,-2.8221537932892886,0.9736475187454561
115,-2.822153793289232,0.9736475187454561
116,-2.8917689448043973,1.0152987419754966
117,-2.8917689448043684,1.0152987419754966
118,-3.985788448936603,1.6331967677926187
119,-3.989353462710824,1.640190173472384
120,-3.9893534627106817,1.640190173472384
121,-3.9893534627106817,1.640190173472384
122,-4.383153187228544,1.850097622268754
123,-3.9266148952177113,1.6009389688145441
124,-3.350433683096469,1.2643730508247348
125,-3.3504336830964117,1.2643730508247348
126,-3.5789389172562385,1.409796792473818
127,-3.2884633800661898,1.2157445113550924
128,-2.7329431596805023,0.9084734410390057
129,-2.670928283647356,0.8826056729084326
130,-2.6709282836473847,0.8826056729084326
131,-2.6709282836473847,0.8826056729084326
132,-2.6709282836473847,0.8826056729084326
133,-2.9903234351624803,1.0481685556162892
134,-2.9903234351624803,1.0481685556162892
135,-2.9903234351624803,1.0481685556162892
136,-3.2723739034820483,1.2047554049408562
137,-3.3718876775867272,1.264723736875055
138,-3.3718876775868414,1.264723736875055
139,-4.0984446472837694,1.701910975407391
140,-3.3463096610579437,1.2525212988715058
141,-2.9254107629862176,1.0324833606611836
142,-2.9254107629861323,1.0324833606611836
143,-2.9254107629861323,1.0324833606611836
144,-2.9254107629861323,1.0324833606611836
145,-2.9254107629861323,1.0324833606611836
146,-3.258197429652768,1.2236533056488952
147,-2.8741985315812717,1.0135825129446456
148,-2.8741985315813,1.0135825129446456
149,-2.8741985315813,1.0135825129446456
150,-3.586299247834688,1.411005503055378
151,-3.586299247834745,1.411005503055378
152,-3.985270156925623,1.6377985835670408
153,-4.334290156925647,1.8362466024327007
154,-3.4109537932892517,1.309123594495622
155,-3.410953793289224,1.309123594495622
156,-3.410953793289224,1.309123594495622
157,-2.7808989172561667,0.9451558338863855
