M_AMI,M_SLR,AVG_pi,pi_initial
0.17493948970410161,-5.4874496372514926e-05,0.4923659689709761,0.3174264792668745
-0.07571844529403854,-0.00015721357895947722,0.47599404672910434,0.5517124920231429
0.45330596446343224,0.007800444199904449,0.48809826204746437,0.03479229758403213
-0.25297610598514697,-0.002900231795819006,0.44448620472464406,0.697462310709791
0.36030556374182565,0.0001595127508401371,0.47647754757054916,0.11617198382872351
-0.45664924036141674,0.0008064308291336758,0.5413321491626117,0.9979813895240285
0.40271226297766466,3.6451765820613264e-05,0.47407488969395667,0.07136262671629201
0.1309389035480445,0.001265740614839961,0.5132858657927468,0.3823469622447023
-0.3877336061801394,0.00045171257745255875,0.5211514497921363,0.9088850559722758
0.26685730010867237,0.0006532891977719636,0.5225445836330228,0.25568728352435044
-0.42576863874491044,-0.00015680960825292654,0.5149390550070396,0.9407076937519501
-0.21149980647465838,0.005495967439883066,0.4974521004243758,0.7089519068990342
0.3142816105457024,0.0001513021732876074,0.4771486353236009,0.1628670247778985
-0.2523342630483798,-0.002234401388716411,0.5219303950188328,0.7742646580672126
0.11836151551488627,-0.004696491701892287,0.5466307332840212,0.42826921776913496
0.4160907199047883,0.0010212303043467842,0.46429036265617807,0.04819964275138977
-0.3001285286559099,0.00011177327652333147,0.5122226868434577,0.8123512154993676
-0.21679613356083394,0.006494273359076932,0.503561271578348,0.7203574051391819
0.2486036737816174,-1.1925556639281206e-05,0.5041760283965309,0.25557235461491346
0.03433577264597004,-0.011526799049327036,0.43295140468210386,0.3986156320361338
-0.34507103647373866,-0.03996791116596805,0.4585614416548283,0.803632478128567
-0.18848186001010825,-0.006727690528573802,0.5375841487653147,0.7260660087754229
0.21080077748234805,0.00017654977573110519,0.540509568506444,0.329708791024096
0.2841513767241729,0.005153315417333285,0.4733060877920371,0.1891547110678642
0.03712427476856639,-0.002647031104229104,0.5872801492372385,0.5501558744686721
-0.07667682046114166,-6.000161104137994e-05,0.5265802273518357,0.6032570478129774
-0.19920038156860642,8.884033566752541e-05,0.5096774246890475,0.708877806257654
-0.5246785389585082,0.0010486736719978998,0.4703232974632387,0.9950018364217469
-0.04724267065541249,0.00012455686595418778,0.4695718455724948,0.5168145162279073
-0.07277271804958863,-0.0009614029229528462,0.46914652162455805,0.5419192396741467
0.4590616102445342,-0.00022916612065404464,0.5059800095587424,0.04691839931420827
0.07285932535694217,-0.008447338512509365,0.6175019114807863,0.5446425861238441
0.1973101226119443,-0.0013167182076808683,0.47347990762571984,0.27616978501377554
0.029899576330192912,-0.0028502658129461226,0.5224990227668166,0.4925994464366237
0.1286443251529441,0.0015896351408635242,0.616828183502098,0.4881838583491539
0.3581341175069913,-0.0007850381733447184,0.5285479880546398,0.17041387054764845
-0.042025141667018207,0.0014066944119153094,0.4725627660256352,0.5145879076926534
0.34046476614812815,-0.0029352660299179012,0.4899022713568937,0.14943750520876553
0.10211459417139102,0.0006363298434794761,0.49055632855042586,0.38844173437903484
0.15930714710223953,-0.000411779511386783,0.4987629377845327,0.33945579068229315
0.008734942295561987,-4.2950882154489096e-06,0.4923486611008709,0.4836137188053089
-0.1633430355953483,0.003303996314784273,0.4825068834592752,0.6458499190546235
0.11991562735365435,0.0017602019460299738,0.5007937619259888,0.38087813457233444
-0.2617406070595608,-0.0005936844679983796,0.5283694648715646,0.7901100719311254
-0.24421715500062513,0.00033650210732940423,0.4981171338436292,0.7423342888442543
0.004778315248505138,-0.0010526790594502572,0.46233494939296527,0.45755663414446013
-0.46196966597156075,-0.0001374715006978847,0.5057388010377232,0.9677084670092839
-0.33786182527944697,7.390980846280325e-05,0.5294239349318396,0.8672857602112866
0.42724862108242134,0.0018692399530205025,0.5241488983019512,0.09690027721952987
0.19090457024170326,-0.0014599112807224988,0.4537943733398896,0.2628898030981863
-0.20825649257731915,-6.65335185477603e-06,0.5152723144274449,0.7235288070047641
0.061106724028318515,0.00040554973873432637,0.5465550677820256,0.48544834375370705
-0.04143179859102675,-0.00025743628531111023,0.5265435127751417,0.5679753113661684
0.5101828164404688,-0.00687795001457167,0.5764850759139104,0.0663022594734416
0.298982752947389,0.00021781218783768934,0.457546054953797,0.158563302006408
0.4850477830280282,0.0008334981047989219,0.5126716829936706,0.027623899965642407
0.23084892698264303,-4.0448723027400304e-05,0.5371723698016027,0.3063234428189596
0.44090154790579394,-0.005617874960706497,0.5455791404930831,0.10467759258728915
0.33077879671150057,-0.00037117958389471753,0.5015807928782438,0.1708019961667432
-0.09073068101630888,0.02711495838679312,0.5302484309069296,0.6209791119232385
0.19111661130629543,0.00026501127565432543,0.5254085480549612,0.33429193674866575
-0.01254389759892327,-0.0014603423522728993,0.5312708230030208,0.543814720601944
-0.549176093787311,-0.00786032559691631,0.4012500374215334,0.9504261312088444
0.1814444518809727,-0.0017056861292371493,0.5199969734530232,0.3385525215720505
-0.06724771210154556,0.00027837361892300107,0.4713469804481859,0.5385946925497315
0.45656136382728846,0.0007161065892145311,0.4706609039327489,0.01409954010546044
-0.4246393942013487,-0.0033834480251533393,0.4487671296521038,0.8734065238534525
0.16508043581389065,-0.00021095694756458077,0.5177138231552977,0.35263338734140703
-0.5031620974063645,-0.00012384804096264972,0.49571052551935746,0.998872622925722
-0.430306052299272,1.433966821937962e-05,0.4832290013051689,0.9135350536044409
-0.14935445389852858,0.0012517182443491303,0.4918081237090181,0.6411625776075467
0.4229880316515837,0.0033438787372743247,0.5005587344678514,0.07757070281626766
-0.08783950237344562,0.0008468325790424868,0.5506264041074341,0.6384659064808798
0.2423646083936687,-0.00035067530037690504,0.5158670701731829,0.2735024617795142
0.05125909189138034,0.004404586185070308,0.48859170342260627,0.43733261153122593
0.12863010511266837,-0.000217193604491288,0.5202845802216023,0.3916544751089339
-0.1562464273510924,0.0002262560191005431,0.4609199648684694,0.6171663922195618
0.18397493397839237,-0.0026047364701395725,0.4970242642901046,0.3130493303117122
-0.1810059008951318,2.5437616449350554e-05,0.5155078235730082,0.69651372446814
0.4592208566143682,-1.4665050340604189e-05,0.4934958145531366,0.03427495793876845
-0.4729369934854498,0.0005900435589648377,0.49626503212468676,0.9692020256101366
0.4113479163071755,-0.00023257473246110125,0.47520209382448453,0.06385417751730904
0.029150020756356254,0.0024816193303793667,0.49429499227298096,0.4651449715166247
